question,answer,nhops,base_question,cypher,neo4j_response,evaluation,evaluation_error
who starred in the movies whose writers also wrote [The Barretts of Wimpole Street],Ruth Hussey|Irene Dunne|Marion Davies|Burgess Meredith|Charles Boyer|Elke Sommer|Spencer Tracy|Merle Oberon|Maurice Chevalier|Cary Grant|Claudette Colbert|Doris Nolan|John Barrymore|Marie Dressler|Katharine Hepburn|Greer Garson|Miriam Hopkins|C. Aubrey Smith|Paul Muni|Jeanette MacDonald|Garry Shandling|Warren Beatty|Joan Crawford|Bing Crosby|Lynne Frederick|Madeleine Carroll|Lionel Jeffries|Ronald Colman|Maria Ouspenskaya|Wallace Beery|Lew Ayres|Annette Bening|Stewart Granger|Jean Harlow|Ingrid Bergman|Conrad Veidt|Fredric March|Louis Calhern|Peter Sellers|Luise Rainer|Raymond Massey|Susan Peters|Leslie Howard|Deborah Kerr|James Stewart|Jane Greer|Norma Shearer|Melvyn Douglas,3,who starred in the movies whose writers also wrote [],"
MATCH (m:`movie`)-[:written_by]->(w:`writer`)<-[:written_by]-(:`movie` {name: 'The Barretts of Wimpole Street'}) 
MATCH (m)-[:starred_actors]->(a:`actor`) 
RETURN a  
","[{'a': 'Jeanette MacDonald'}, {'a': 'Maurice Chevalier'}, {'a': 'Norma Shearer'}, {'a': 'Leslie Howard'}, {'a': 'Fredric March'}, {'a': 'Maurice Chevalier'}, {'a': 'Miriam Hopkins'}, {'a': 'Claudette Colbert'}, {'a': 'Luise Rainer'}, {'a': 'Paul Muni'}, {'a': 'Susan Peters'}, {'a': 'Greer Garson'}, {'a': 'Ronald Colman'}, {'a': 'Norma Shearer'}, {'a': 'Leslie Howard'}, {'a': 'Fredric March'}, {'a': 'Marion Davies'}, {'a': 'Bing Crosby'}, {'a': 'Deborah Kerr'}, {'a': 'Spencer Tracy'}, {'a': 'Deborah Kerr'}, {'a': 'Cary Grant'}, {'a': 'Conrad Veidt'}, {'a': 'Joan Crawford'}, {'a': 'Melvyn Douglas'}, {'a': 'Ingrid Bergman'}, {'a': 'Spencer Tracy'}, {'a': 'Katharine Hepburn'}, {'a': 'Spencer Tracy'}, {'a': 'Katharine Hepburn'}, {'a': 'Marie Dressler'}, {'a': 'Wallace Beery'}, {'a': 'John Barrymore'}, {'a': 'Jean Harlow'}, {'a': 'Garry Shandling'}, {'a': 'Warren Beatty'}, {'a': 'Katharine Hepburn'}, {'a': 'Annette Bening'}, {'a': 'Maria Ouspenskaya'}, {'a': 'Irene Dunne'}, {'a': 'Charles Boyer'}, {'a': 'Doris Nolan'}, {'a': 'Lew Ayres'}, {'a': 'Katharine Hepburn'}, {'a': 'Cary Grant'}, {'a': 'Norma Shearer'}, {'a': 'Leslie Howard'}, {'a': 'Fredric March'}, {'a': 'C. Aubrey Smith'}, {'a': 'Ronald Colman'}, {'a': 'Madeleine Carroll'}, {'a': 'Raymond Massey'}, {'a': 'Stewart Granger'}, {'a': 'Jane Greer'}, {'a': 'Louis Calhern'}, {'a': 'Deborah Kerr'}, {'a': 'Lynne Frederick'}, {'a': 'Elke Sommer'}, {'a': 'Lionel Jeffries'}, {'a': 'Peter Sellers'}, {'a': 'Merle Oberon'}, {'a': 'Burgess Meredith'}, {'a': 'Melvyn Douglas'}, {'a': 'Ruth Hussey'}, {'a': 'Katharine Hepburn'}, {'a': 'Cary Grant'}, {'a': 'James Stewart'}]",matched,
what are the languages spoken in the movies whose directors also directed [As It Is in Heaven],Swedish,3,what are the languages spoken in the movies whose directors also directed [],"
MATCH (m:`movie`)-[:in_language]->(l:`language`), (m)-[:directed_by]->(d:`director`)<-[:directed_by]-(:`movie` {name: 'As It Is in Heaven'}) 
RETURN l  
",[{'l': 'Swedish'}],matched,
what are the genres of the films whose actors also appear in [Ryan's Daughter],Mystery|Romance|Family|Crime|Drama|Fantasy|Animation|Western|Action|Comedy|War|Thriller|Adventure,3,what are the genres of the films whose actors also appear in [],"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: ""Ryan's Daughter""}) 
WHERE m <> m2 
RETURN g LIMIT 200
","[{'g': 'Comedy'}, {'g': 'Fantasy'}, {'g': 'Mystery'}, {'g': 'Family'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Animation'}, {'g': 'Drama'}, {'g': 'Thriller'}, {'g': 'Comedy'}, {'g': 'War'}, {'g': 'War'}, {'g': 'War'}, {'g': 'Adventure'}, {'g': 'Drama'}, {'g': 'War'}, {'g': 'Adventure'}, {'g': 'Thriller'}, {'g': 'Western'}, {'g': 'Western'}, {'g': 'War'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Crime'}, {'g': 'War'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Thriller'}, {'g': 'Western'}, {'g': 'Crime'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Western'}, {'g': 'Romance'}, {'g': 'Drama'}, {'g': 'Action'}, {'g': 'Adventure'}, {'g': 'Drama'}, {'g': 'Thriller'}, {'g': 'Western'}, {'g': 'Comedy'}, {'g': 'Western'}, {'g': 'Drama'}, {'g': 'Western'}, {'g': 'Thriller'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Adventure'}, {'g': 'Drama'}]",matched,
the movies that share directors with the movie [Agata and the Storm] were in which languages,Italian,3,the movies that share directors with the movie [] were in which languages,"
MATCH (lang:`language`)<-[:in_language]-(m:`movie`)-[:directed_by]->(:`director`)<-[:directed_by]-(m2:`movie` {name: 'Agata and the Storm'}) 
WHERE m <> m2 
RETURN lang LIMIT 200
","[{'lang': 'Italian'}, {'lang': 'Italian'}, {'lang': 'Italian'}]",matched,
the movies that share actors with the movie [Last Ride] are directed by who,Evan Goldberg|Jocelyn Moorhouse|James McTeigue|John Madden|Stephan Elliott|Craig Monahan|Stavros Kazantzidis|Seth Rogen,3,the movies that share actors with the movie [] are directed by who,"
MATCH (d:`director`)<-[:directed_by]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'Last Ride'}) 
WHERE m <> m2 
RETURN d LIMIT 200
","[{'d': 'Craig Monahan'}, {'d': 'Evan Goldberg'}, {'d': 'Seth Rogen'}, {'d': 'Stavros Kazantzidis'}, {'d': 'Craig Monahan'}, {'d': 'John Madden'}, {'d': 'Jocelyn Moorhouse'}, {'d': 'James McTeigue'}, {'d': 'Stephan Elliott'}]",matched,
what genres do the movies that share screenwriters with [Rosenstrasse] fall under,Drama,3,what genres do the movies that share screenwriters with [] fall under,"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie`)-[:written_by]->(:`writer`)<-[:written_by]-(m2:`movie` {name: 'Rosenstrasse'}) 
WHERE m <> m2 
RETURN g LIMIT 200
","[{'g': 'Drama'}, {'g': 'Drama'}]",matched,
the films that share writers with the film [Wag the Dog] were in which genres,Mystery|Crime|Drama|Action|Comedy|Thriller,3,the films that share writers with the film [] were in which genres,"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie`)-[:written_by]->(:`writer`)<-[:written_by]-(m2:`movie` {name: 'Wag the Dog'}) 
WHERE m <> m2 
RETURN g LIMIT 200
","[{'g': 'Action'}, {'g': 'Mystery'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Thriller'}, {'g': 'Drama'}, {'g': 'Crime'}, {'g': 'Action'}, {'g': 'Crime'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Crime'}, {'g': 'Drama'}]",matched,
what are the languages spoken in the movies directed by the [Ministry of Fear] director,German|French,3,what are the languages spoken in the movies directed by the [] director,"
MATCH (d:`director`)<-[:directed_by]-(m:`movie` {name: 'Ministry of Fear'})-[:directed_by]->(d2:`director`)<-[:directed_by]-(m2:`movie`)-[:in_language]->(l:`language`) 
RETURN l  
",[],unmatched,
who wrote films that share actors with the film [The Pink Panther],Terence Frisby|F. Hugh Herbert|Matt Ember|Françoise Sagan|Monja Danischewsky|Edmond Rostand|Joseph L. Mankiewicz|Lawrence Kasdan|Akiva Goldsman|Ira Levin|Nancy Oliver|Eric Hatch|Cesare Zavattini|Sam Fell|Steve Martin|Leonard Wibberley|Ethan Coen|Robert Wade|Sax Rohmer|Bernard Gordon|Carl Reiner|Joseph McGrath|Isobel Lennart|Jean Kerr|Paul Haggis|Robert Nathan|Felix Jackson|Danièle Thompson|Gary Ross|Neil Simon|John Monk Saunders|Joe Keenan|Jacques Mayol|Alan J. Pakula|Peter Ustinov|Marcel Achard|Stanley Mann|George Gipe|Andrea Gibb|Christopher Lloyd|Everett Freeman|Michael Keon|Roland Emmerich|William Styron|Blake Edwards|Dan Brown|Edward Streeter|John Boulting|Donald Ogden Stewart|Michael H. Weber|Robert E. Sherwood|Christian Clavier|Thomas Sterling|Terry Rossio|Roger MacDougall|Bruce Jay Friedman|Francis Gwaltney|Robert Harling|Ed. Weinberger|Robin Estridge|Ted Elliott|Neal Purvis|Nora Ephron|Chris Nahon|Ursula Meier|Charles L. Clifford|William Davies|Dale Launer|Max Borenstein|William Rose|John Fante|Terry Southern|Dean Devlin|Ben Queen|Ian Fleming|Rosamond Marshall|Stephen Gross|James V. Simpson|Paul Henning|John Patrick Shanley|Ethan Canin|Howard Hawks|Norman Krasna|Nancy Meyers|Alan Simpson|Carl Gottlieb|P.G. Wodehouse|Michael Schroeder|Brad Lewis|Ron Howard|Morrie Ryskind|Lawrence Roman|Nora Johnson|James Thurber|George Eliot|Daniel Taplitz|Adam Brooks|James D. Solomon|Frederick Knott|John L. Balderston|Eric Ambler|Jo Swerling|Rick Moody|Franck Ollivier|David Atkins|Gene Towne|Wells Root|John Lasseter|Babaloo Mandel|Charles Crichton|Michael Elias|John Cleese|Andy Breckman|Brad Anderson|Joseph Hoffman|James Dearden|Ray Galton|Frank Harvey|Edwin Davis|Stan Daniels|Jerzy Kosinski|Carl Foreman|Tom J. Astle|Ernestine Gilbreth Carey|John Gay|Rumer Godden|Arthur Laurents|Richard Glatzer|Noel Langley|Nelson Algren|Katherine Leslie Moore|Andrew Bergman|Burt Cole|Albert Hackett|Jason Filardi|Kjell Sundvall|Alistair MacLean|Mary C. McCall Jr.|Dick Clement|Ian La Frenais|James Leasor|Frances Goodrich|Stanley Shapiro|Dennis Potter|Robert Hamer|Adam Rex|Michael Innes|Philip Yordan|Alan Hackney|Anthony Hope|William Shakespeare|Harry Kurnitz|Scott Neustadter|Michael Hoffman|William Harrison|C. Graham Baker|Peter Landesman|James Salter|Terence Rattigan|Peter Berneis|Israel Horovitz|Ben Jonson|Lorne Michaels|William Bowers|J.D. Zeik|Leonardo Bercovici|David Mamet|Lowell Ganz|Peter Sellers|Randy Newman|Barry Oringer|Charles Kenyon|Peter Lord|David Greene|Luc Besson,3,who wrote films that share actors with the film [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'The Pink Panther'}) 
WHERE m <> m2 
RETURN w  
","[{'w': 'Ben Jonson'}, {'w': 'Thomas Sterling'}, {'w': 'Joseph L. Mankiewicz'}, {'w': 'Frederick Knott'}, {'w': 'Nelson Algren'}, {'w': 'John Fante'}, {'w': 'Michael Keon'}, {'w': 'John Gay'}, {'w': 'Terence Rattigan'}, {'w': 'Michael Innes'}, {'w': 'Françoise Sagan'}, {'w': 'Arthur Laurents'}, {'w': 'James Leasor'}, {'w': 'Jean Kerr'}, {'w': 'Isobel Lennart'}, {'w': 'Alistair MacLean'}, {'w': 'Carl Foreman'}, {'w': 'Peter Ustinov'}, {'w': 'Eric Ambler'}, {'w': 'Robin Estridge'}, {'w': 'Leonardo Bercovici'}, {'w': 'Robert Nathan'}, {'w': 'Robert E. Sherwood'}, {'w': 'F. Hugh Herbert'}, {'w': 'Felix Jackson'}, {'w': 'Norman Krasna'}, {'w': 'Rumer Godden'}, {'w': 'Stephen Gross'}, {'w': 'P.G. Wodehouse'}, {'w': 'Joseph Hoffman'}, {'w': 'Paul Henning'}, {'w': 'Stanley Shapiro'}, {'w': 'Ian Fleming'}, {'w': 'Robert Wade'}, {'w': 'Neal Purvis'}, {'w': 'Paul Haggis'}, {'w': 'John Monk Saunders'}, {'w': 'Howard Hawks'}, {'w': 'Bernard Gordon'}, {'w': 'Robert Hamer'}, {'w': 'Philip Yordan'}, {'w': 'C. Graham Baker'}, {'w': 'Gene Towne'}, {'w': 'Charles L. Clifford'}, {'w': 'Morrie Ryskind'}, {'w': 'Peter Berneis'}, {'w': 'Everett Freeman'}, {'w': 'Eric Hatch'}, {'w': 'William Bowers'}, {'w': 'Francis Gwaltney'}, {'w': 'Lawrence Roman'}, {'w': 'James Dearden'}, {'w': 'Ira Levin'}, {'w': 'Rosamond Marshall'}, {'w': 'Kjell Sundvall'}, {'w': 'James Salter'}, {'w': 'Barry Oringer'}, {'w': 'David Greene'}, {'w': 'Michael Schroeder'}, {'w': 'Jerzy Kosinski'}, {'w': 'Leonard Wibberley'}, {'w': 'Roger MacDougall'}, {'w': 'Stanley Mann'}, {'w': 'Terence Frisby'}, {'w': 'Peter Sellers'}, {'w': 'Joseph McGrath'}, {'w': 'Terry Southern'}, {'w': 'John Cleese'}, {'w': 'John Boulting'}, {'w': 'Alan Hackney'}, {'w': 'Frank Harvey'}, {'w': 'Alan Simpson'}, {'w': 'Ray Galton'}, {'w': 'Burt Cole'}, {'w': 'Blake Edwards'}, {'w': 'Cesare Zavattini'}, {'w': 'Neil Simon'}, {'w': 'Ian Fleming'}, {'w': 'Robert Wade'}, {'w': 'Neal Purvis'}, {'w': 'Paul Haggis'}, {'w': 'Ethan Coen'}, {'w': 'William Rose'}, {'w': 'Wells Root'}, {'w': 'Donald Ogden Stewart'}, {'w': 'John L. Balderston'}, {'w': 'Noel Langley'}, {'w': 'Anthony Hope'}, {'w': 'Ian La Frenais'}, {'w': 'Dick Clement'}, {'w': 'Marcel Achard'}, {'w': 'Harry Kurnitz'}, {'w': 'Blake Edwards'}, {'w': 'Nora Johnson'}, {'w': 'Monja Danischewsky'}, {'w': 'James Thurber'}, {'w': 'Sax Rohmer'}, {'w': 'Ben Queen'}, {'w': 'Brad Lewis'}, {'w': 'John Lasseter'}, {'w': 'Steve Martin'}, {'w': 'Michael H. Weber'}, {'w': 'Scott Neustadter'}, {'w': 'Nancy Oliver'}, {'w': 'Andrea Gibb'}, {'w': 'Daniel Taplitz'}, {'w': 'Brad Anderson'}, {'w': 'David Mamet'}, {'w': 'Nora Ephron'}, {'w': 'Edmond Rostand'}, {'w': 'Steve Martin'}, {'w': 'Edward Streeter'}, {'w': 'Frances Goodrich'}, {'w': 'Albert Hackett'}, {'w': 'Andy Breckman'}, {'w': 'George Eliot'}, {'w': 'Steve Martin'}, {'w': 'Steve Martin'}, {'w': 'Michael H. Weber'}, {'w': 'Scott Neustadter'}, {'w': 'Ron Howard'}, {'w': 'Babaloo Mandel'}, {'w': 'Lowell Ganz'}, {'w': 'Lorne Michaels'}, {'w': 'Randy Newman'}, {'w': 'Steve Martin'}, {'w': 'Michael Elias'}, {'w': 'Steve Martin'}, {'w': 'Carl Gottlieb'}, {'w': 'Edwin Davis'}, {'w': 'Neil Simon'}, {'w': 'Nora Ephron'}, {'w': 'Ernestine Gilbreth Carey'}, {'w': 'George Gipe'}, {'w': 'Carl Reiner'}, {'w': 'Steve Martin'}, {'w': 'Nancy Meyers'}, {'w': 'Steve Martin'}, {'w': 'Steve Martin'}, {'w': 'Jason Filardi'}, {'w': 'Ursula Meier'}, {'w': 'Adam Rex'}, {'w': 'Tom J. Astle'}, {'w': 'Matt Ember'}, {'w': 'David Atkins'}, {'w': 'Carl Reiner'}, {'w': 'Steve Martin'}, {'w': 'Stan Daniels'}, {'w': 'Ed. Weinberger'}, {'w': 'Bruce Jay Friedman'}, {'w': 'Neil Simon'}, {'w': 'Katherine Leslie Moore'}, {'w': 'Jo Swerling'}, {'w': 'Dennis Potter'}, {'w': 'Steve Martin'}, {'w': 'Paul Henning'}, {'w': 'Stanley Shapiro'}, {'w': 'Dale Launer'}, {'w': 'Michael Hoffman'}, {'w': 'Mary C. McCall Jr.'}, {'w': 'Charles Kenyon'}, {'w': 'William Shakespeare'}, {'w': 'Robert Harling'}, {'w': 'Andrew Bergman'}, {'w': 'Lawrence Kasdan'}, {'w': 'Peter Landesman'}, {'w': 'James D. Solomon'}, {'w': 'Lawrence Kasdan'}, {'w': 'Ethan Canin'}, {'w': 'William Styron'}, {'w': 'Alan J. Pakula'}, {'w': 'Gary Ross'}, {'w': 'Charles Crichton'}, {'w': 'John Cleese'}, {'w': 'Israel Horovitz'}, {'w': 'John Cleese'}, {'w': 'Adam Brooks'}, {'w': 'John Patrick Shanley'}, {'w': 'Richard Glatzer'}, {'w': 'Rick Moody'}, {'w': 'Dean Devlin'}, {'w': 'Roland Emmerich'}, {'w': 'Ted Elliott'}, {'w': 'Terry Rossio'}, {'w': 'Max Borenstein'}, {'w': 'Christian Clavier'}, {'w': 'William Harrison'}, {'w': 'Franck Ollivier'}, {'w': 'Chris Nahon'}, {'w': 'Christian Clavier'}, {'w': 'Christopher Lloyd'}, {'w': 'Sam Fell'}, {'w': 'Joe Keenan'}, {'w': 'Peter Lord'}, {'w': 'Dick Clement'}, {'w': 'Ian La Frenais'}, {'w': 'William Davies'}, {'w': 'James V. Simpson'}, {'w': 'Steve Martin'}, {'w': 'Michael H. Weber'}, {'w': 'Scott Neustadter'}, {'w': 'J.D. Zeik'}, {'w': 'David Mamet'}, {'w': 'Luc Besson'}, {'w': 'Jacques Mayol'}, {'w': 'Luc Besson'}, {'w': 'Danièle Thompson'}, {'w': 'Dan Brown'}, {'w': 'Akiva Goldsman'}]",matched,
what are the primary languages in the movies directed by the director of [Blue],Latin|English,3,what are the primary languages in the movies directed by the director of [],,[],error,"Traceback (most recent call last):
  File ""C:\Users\milishah\AppData\Local\Temp\ipykernel_21348\1793241463.py"", line 8, in _correct_row
    row[""neo4j_response""] = query_neo4j_with_cypher(row[""cypher""], None, KG)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""c:\Users\milishah\projects\AS.Explorations\cypher-generation\prepare_evaluation_metaqa.py"", line 82, in query_neo4j_with_cypher
    parsed_neo4j_response = parse_neo4j_response_dict5(neo4j_response)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""c:\Users\milishah\projects\AS.Explorations\cypher-generation\neo4j_processors\neo4j_parsers.py"", line 157, in parse_neo4j_response_dict5
    for record in response:
TypeError: 'NoneType' object is not iterable
"
the movies that share writers with the movie [The Day After Tomorrow] were released in which years,1990|1985|1994|1996|1998|1954|2014|2008|2009,3,the movies that share writers with the movie [] were released in which years,"
MATCH (yr:`year`)<-[:release_year]-(m:`movie`)-[:written_by]->(:`writer`)<-[:written_by]-(m2:`movie` {name: 'The Day After Tomorrow'}) 
WHERE m <> m2 
RETURN yr LIMIT 200
","[{'yr': '2008'}, {'yr': '1998'}, {'yr': '2014'}, {'yr': '1954'}, {'yr': '1985'}, {'yr': '1996'}, {'yr': '1990'}, {'yr': '2009'}, {'yr': '1994'}]",matched,
the films that share actors with the film [The Majestic] were in which languages,English,3,the films that share actors with the film [] were in which languages,"
MATCH (lang:`language`)<-[:in_language]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'The Majestic'}) 
WHERE m <> m2 
RETURN lang LIMIT 200
",[{'lang': 'English'}],matched,
what are the genres of the films whose screenwriters also wrote [The Dunwich Horror],Drama|Horror|Thriller,3,what are the genres of the films whose screenwriters also wrote [],"
MATCH (m:`movie` {name: 'The Dunwich Horror'})-[:written_by]->(w:`writer`)<-[:written_by]-(m2:`movie`)-[:has_genre]->(g:`genre`)
WHERE m <> m2
RETURN g LIMIT 200
","[{'g': 'Horror'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Thriller'}]",matched,
who starred in the movies whose director also directed [The Core],Martha West|Bill Pullman|James Earl Jones|Bill Murray|Sean Connery|Holly Hunter|Sigourney Weaver|Richard Gere|Jodie Foster|Paul Bettany|Dermot Mulroney,3,who starred in the movies whose director also directed [],,[],error,"Traceback (most recent call last):
  File ""C:\Users\milishah\AppData\Local\Temp\ipykernel_21348\1793241463.py"", line 8, in _correct_row
    row[""neo4j_response""] = query_neo4j_with_cypher(row[""cypher""], None, KG)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""c:\Users\milishah\projects\AS.Explorations\cypher-generation\prepare_evaluation_metaqa.py"", line 82, in query_neo4j_with_cypher
    parsed_neo4j_response = parse_neo4j_response_dict5(neo4j_response)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""c:\Users\milishah\projects\AS.Explorations\cypher-generation\neo4j_processors\neo4j_parsers.py"", line 157, in parse_neo4j_response_dict5
    for record in response:
TypeError: 'NoneType' object is not iterable
"
what were the release years of the films that share directors with the film [Taking Sides],1985|1981|1999|1988|2007|2004,3,what were the release years of the films that share directors with the film [],"
MATCH (yr:`year`)<-[:release_year]-(m:`movie`)-[:directed_by]->(:`director`)<-[:directed_by]-(m2:`movie` {name: 'Taking Sides'}) 
WHERE m <> m2 
RETURN yr LIMIT 200
","[{'yr': '2004'}, {'yr': '1988'}, {'yr': '2007'}, {'yr': '1999'}, {'yr': '1981'}, {'yr': '1985'}]",matched,
what were the release years of the films that share writers with the film [Hell],1988,3,what were the release years of the films that share writers with the film [],"
MATCH (yr:`year`)<-[:release_year]-(m:`movie`)-[:written_by]->(:`writer`)<-[:written_by]-(m2:`movie` {name: 'Hell'}) 
WHERE m <> m2 
RETURN yr LIMIT 200
","[{'yr': '1988'}, {'yr': '1988'}]",matched,
the movies that share actors with the movie [The Evil Dead] are written by who,Don Coscarelli|Scott Spiegel|Bruce Campbell|Sam Raimi|Josh Becker|Mark Verheiden|Larry Cohen|Joe R. Lansdale,3,the movies that share actors with the movie [] are written by who,"
MATCH (w:`writer`)<-[:written_by]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'The Evil Dead'}) 
WHERE m <> m2 
RETURN w LIMIT 200
","[{'w': 'Sam Raimi'}, {'w': 'Sam Raimi'}, {'w': 'Joe R. Lansdale'}, {'w': 'Don Coscarelli'}, {'w': 'Mark Verheiden'}, {'w': 'Larry Cohen'}, {'w': 'Bruce Campbell'}, {'w': 'Scott Spiegel'}, {'w': 'Sam Raimi'}, {'w': 'Sam Raimi'}, {'w': 'Josh Becker'}]",matched,
the films that share screenwriters with [One Foot in Heaven] were released in which years,1942|1943|1940|1944|1945|1954|1956|1937|1935|1952|2006|1939|2011,3,the films that share screenwriters with [] were released in which years,"
MATCH (yr:`year`)<-[:release_year]-(m:`movie`)-[:written_by]->(:`writer`)<-[:written_by]-(m2:`movie` {name: 'One Foot in Heaven'}) 
WHERE m <> m2 
RETURN yr LIMIT 200
","[{'yr': '1956'}, {'yr': '1944'}, {'yr': '2006'}, {'yr': '1940'}, {'yr': '1945'}, {'yr': '1942'}, {'yr': '1937'}, {'yr': '1942'}, {'yr': '1954'}, {'yr': '1952'}, {'yr': '2011'}, {'yr': '1944'}, {'yr': '1939'}, {'yr': '1939'}, {'yr': '1943'}, {'yr': '1935'}]",matched,
what were the release dates of movies directed by the director of [Song of the Exile],2011|1982,3,what were the release dates of movies directed by the director of [],"
MATCH (m:`movie` {name: 'Song of the Exile'})-[:directed_by]->(d:`director`)<-[:directed_by]-(m2:`movie`)-[:release_year]->(yr:`year`)
RETURN m2.name, yr LIMIT 200
","[{'m2.name': 'Boat People', 'yr': '1982'}, {'m2.name': 'A Simple Life', 'yr': '2011'}]",matched,
who is listed as director of the movies starred by [An Autumn Afternoon] actors,Masahiro Shinoda,3,who is listed as director of the movies starred by [] actors,"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie` {name: 'An Autumn Afternoon'})-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie`)-[:directed_by]->(d:`director`)
RETURN d  
",[],unmatched,
who is listed as screenwriter of the movies starred by [What's the Matter with Helen?] actors,Albert Hackett|Don Mankiewicz|Davis Grubb|Henry Jaglom|Gene Allen|William Roberts|Vladimir Nabokov|Borden Chase|Frances Goodrich|Guy Green|Theodore Dreiser|Grant Stuart|Richard Morris|James Mangold|Ezra D. Rappaport|Wyatt Cooper|Michael Wilson|Steve Fisher|Alex Gottlieb|Max Shulman|Paul Mazursky|Richard Emery Roberts|Irving Wallace|Robert Paul Smith|Robert Thom|Robert Kaufman|Hugo Butler|Paddy Chayefsky|Anne Frank|Dalton Trumbo|Helen Deutsch|Robert L. Richards|Victoria Foyt|Richard Siddoway|Gore Vidal|Harry Brown|George Axelrod|Elizabeth Kata|Norman Lear|Cid Ricketts Sumner|James Agee,3,who is listed as screenwriter of the movies starred by [] actors,"
MATCH (m:`movie`)-[:starred_actors]->(a:`actor`)<-[:starred_actors]-(m2:`movie` {name: ""What's the Matter with Helen?""}) 
MATCH (m)-[:written_by]->(w:`writer`)
RETURN w LIMIT 200
","[{'w': 'Cid Ricketts Sumner'}, {'w': 'Richard Emery Roberts'}, {'w': 'Robert Paul Smith'}, {'w': 'Max Shulman'}, {'w': 'Richard Siddoway'}, {'w': 'Gore Vidal'}, {'w': 'Paddy Chayefsky'}, {'w': 'William Roberts'}, {'w': 'Norman Lear'}, {'w': 'Robert Kaufman'}, {'w': 'Alex Gottlieb'}, {'w': 'Steve Fisher'}, {'w': 'Richard Morris'}, {'w': 'Helen Deutsch'}, {'w': 'George Axelrod'}, {'w': 'James Mangold'}, {'w': 'Paul Mazursky'}, {'w': 'Guy Green'}, {'w': 'Elizabeth Kata'}, {'w': 'Anne Frank'}, {'w': 'Frances Goodrich'}, {'w': 'Albert Hackett'}, {'w': 'Vladimir Nabokov'}, {'w': 'Theodore Dreiser'}, {'w': 'Harry Brown'}, {'w': 'Michael Wilson'}, {'w': 'Gene Allen'}, {'w': 'Grant Stuart'}, {'w': 'Wyatt Cooper'}, {'w': 'Don Mankiewicz'}, {'w': 'Irving Wallace'}, {'w': 'Hugo Butler'}, {'w': 'Dalton Trumbo'}, {'w': 'Robert Thom'}, {'w': 'Victoria Foyt'}, {'w': 'Henry Jaglom'}, {'w': 'Ezra D. Rappaport'}, {'w': 'Robert L. Richards'}, {'w': 'Borden Chase'}, {'w': 'Davis Grubb'}, {'w': 'James Agee'}]",matched,
