question,answer,nhops,base_question,cypher,neo4j_response,evaluation,evaluation_error
who was the writer of [The Rocky Horror Picture Show],Richard O'Brien|Jim Sharman,1,who was the writer of [],"
MATCH (rockyMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(rockyMovie.name)='the rocky horror picture show' 
RETURN writer LIMIT 200
","[{'writer': 'Jim Sharman'}, {'writer': ""Richard O'Brien""}]",matched,
what is the genre of [Sweet Sweetback's Baadasssss Song],Drama,1,what is the genre of [],"
MATCH (sweetMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(sweetMovie.name)=""sweet sweetback's baadasssss song"" 
RETURN genre LIMIT 200
",[{'genre': 'Drama'}],matched,
what language is [On the Road] in,English|French,1,what language is [] in,"
MATCH (onTheRoadMovie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(onTheRoadMovie.name)='on the road' 
RETURN language LIMIT 200
","[{'language': 'French'}, {'language': 'English'}]",matched,
what did audiences think of [Hearts of the West],good,1,what did audiences think of [],"
MATCH (heartsMovie:`movie`)-[:has_imdb_rating]->(rating:`imdbrating`) 
WHERE toLower(heartsMovie.name)='hearts of the west' 
RETURN rating LIMIT 1
",[{'rating': 'good'}],matched,
which movies can be described by [jesse peretz],Our Idiot Brother,1,which movies can be described by [],"
MATCH (movie:`movie`)-[:has_tags]->(jesseTag:`tag`) 
WHERE toLower(jesseTag.name)='jesse peretz' 
RETURN movie LIMIT 200
",[{'movie': 'Our Idiot Brother'}],matched,
which movie was [David Denneen] the director for,Restraint,1,which movie was [] the director for,"
MATCH (davidDirector:`director`)<-[:directed_by]-(movie:`movie`) 
WHERE toLower(davidDirector.name)='david denneen' 
RETURN movie LIMIT 200
",[{'movie': 'Restraint'}],matched,
which person wrote [Gambling City],Ernesto Gastaldi|Sergio Martino,1,which person wrote [],"
MATCH (gamblingCity:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(gamblingCity.name)='gambling city' 
RETURN writer LIMIT 200
","[{'writer': 'Sergio Martino'}, {'writer': 'Ernesto Gastaldi'}]",matched,
what is the genre of the film [The Whole Nine Yards],Comedy|Crime,1,what is the genre of the film [],"
MATCH (movie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(movie.name)='the whole nine yards' 
RETURN genre LIMIT 200
","[{'genre': 'Comedy'}, {'genre': 'Crime'}]",matched,
who's the director of [Jungle 2 Jungle],John Pasquin,1,who's the director of [],"
MATCH (jungleMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(jungleMovie.name)='jungle 2 jungle' 
RETURN director LIMIT 200
",[{'director': 'John Pasquin'}],matched,
who stars in [Anton Chekhov's The Duel],Andrew Scott|Fiona Glascott,1,who stars in [],"
MATCH (duelMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
WHERE toLower(duelMovie.name)=""anton chekhov's the duel"" 
RETURN actor LIMIT 200
","[{'actor': 'Fiona Glascott'}, {'actor': 'Andrew Scott'}]",matched,
who was the writer of the film [Lorna],Russ Meyer|James Griffith,1,who was the writer of the film [],"
MATCH (lornaMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(lornaMovie.name)='lorna' 
RETURN writer LIMIT 200
","[{'writer': 'James Griffith'}, {'writer': 'Russ Meyer'}]",matched,
what genre of movie is [The Longest Day],Action|History,1,what genre of movie is [],"
MATCH (longestDayMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(longestDayMovie.name)='the longest day' 
RETURN genre LIMIT 200
","[{'genre': 'History'}, {'genre': 'Action'}]",matched,
[Jim Field Smith] was the director of which movies,She's Out of My League|Butter,1,[] was the director of which movies,"
MATCH (jimDirector:`director`)<-[:directed_by]-(movie:`movie`) 
WHERE toLower(jimDirector.name)='jim field smith' 
RETURN movie LIMIT 200
","[{'movie': 'Butter'}, {'movie': ""She's Out of My League""}]",matched,
who was [Pride of the Bowery] directed by,Joseph H. Lewis,1,who was [] directed by,"
MATCH (prideMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(prideMovie.name)='pride of the bowery' 
RETURN director LIMIT 200
",[{'director': 'Joseph H. Lewis'}],matched,
which person directed [Kabul Express],Kabir Khan,1,which person directed [],"
MATCH (kabulMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(kabulMovie.name)='kabul express' 
RETURN director LIMIT 200
",[{'director': 'Kabir Khan'}],matched,
what films was [Jordan Crittenden] a writer on,Get to Know Your Rabbit,1,what films was [] a writer on,"
MATCH (jordanWriter:`writer`)<-[:written_by]-(movie:`movie`) 
WHERE toLower(jordanWriter.name)='jordan crittenden' 
RETURN movie  
",[{'movie': 'Get to Know Your Rabbit'}],matched,
what do people think of [Beau Travail],good,1,what do people think of [],"
MATCH (beauMovie:`movie`)-[:has_imdb_rating]->(rating:`imdbrating`), 
      (beauMovie:`movie`)-[:has_imdb_votes]->(votes:`imdbvotes`) 
WHERE toLower(beauMovie.name)='beau travail' 
RETURN rating, votes  
",[],unmatched,
what movies did [Carles Torrens] direct,Apartment 143,1,what movies did [] direct,"
MATCH (carlesDirector:`director`)<-[:directed_by]-(movie:`movie`) 
WHERE toLower(carlesDirector.name)='carles torrens' 
RETURN movie LIMIT 200
",[{'movie': 'Apartment 143'}],matched,
what movies can be described by [chuck palahniuk],Fight Club|Choke,1,what movies can be described by [],"
MATCH (chuckWriter:`writer`)<-[:written_by]-(movie:`movie`) 
WHERE toLower(chuckWriter.name)='chuck palahniuk' 
RETURN movie LIMIT 200
","[{'movie': 'Choke'}, {'movie': 'Fight Club'}]",matched,
what did people think of [Black Beauty],good,1,what did people think of [],"
MATCH (blackBeauty:`movie`)-[:has_imdb_rating]->(rating:`imdbrating`), (blackBeauty:`movie`)-[:has_imdb_votes]->(votes:`imdbvotes`) 
WHERE toLower(blackBeauty.name)='black beauty' 
RETURN rating, votes LIMIT 1
",[],unmatched,
what films did [Henry Travers] star in,Ball of Fire|Madame Curie,1,what films did [] star in,"
MATCH (henryTravers:`actor`)<-[:starred_actors]-(movie:`movie`) 
WHERE toLower(henryTravers.name)='henry travers' 
RETURN movie LIMIT 200
","[{'movie': 'Ball of Fire'}, {'movie': 'Madame Curie'}]",matched,
"[Lonesome Jim], is it any good",good,1,"[], is it any good","
MATCH (lonesomeJim:`movie`)-[:has_imdb_rating]->(rating:`imdbrating`) 
WHERE toLower(lonesomeJim.name)='lonesome jim' 
RETURN rating LIMIT 1
",[{'rating': 'good'}],matched,
what films can be described by the [story],Predator,1,what films can be described by the [],"
MATCH (movie:`movie`)-[:has_tags]->(storyTag:`tag`) 
WHERE toLower(storyTag.name)='story' 
RETURN movie  
","[{'movie': 'The Count of Monte Cristo'}, {'movie': 'Big Fish'}, {'movie': 'Ratatouille'}, {'movie': 'The NeverEnding Story'}, {'movie': 'Citizen Kane'}, {'movie': 'Gangs of New York'}, {'movie': 'Undertow'}, {'movie': 'The Haunting in Connecticut'}, {'movie': 'Toy Story 3'}, {'movie': 'American Beauty'}, {'movie': ""A Bug's Life""}, {'movie': 'Infernal Affairs'}, {'movie': 'Get Carter'}, {'movie': 'The King and I'}, {'movie': 'Sherlock Holmes'}, {'movie': 'Oldboy'}, {'movie': 'Scum'}, {'movie': 'Inglourious Basterds'}, {'movie': 'Kick-Ass'}, {'movie': 'Rise of the Planet of the Apes'}, {'movie': 'The Expendables'}, {'movie': 'Aguirre, the Wrath of God'}, {'movie': 'Alien'}, {'movie': 'Finding Nemo'}, {'movie': 'Independence Day'}, {'movie': 'Night at the Museum'}, {'movie': 'Dead Poets Society'}, {'movie': 'The Godfather'}, {'movie': 'Argo'}, {'movie': 'Cars 2'}, {'movie': 'Iron Man'}, {'movie': 'Scarface'}, {'movie': 'The Princess and the Frog'}, {'movie': 'Chicken Little'}, {'movie': 'Monsters, Inc.'}, {'movie': 'Braveheart'}, {'movie': 'Clash of the Titans'}, {'movie': 'Philomena'}, {'movie': 'The Dark Knight'}, {'movie': 'Treasure Island'}, {'movie': 'The Good, the Bad and the Ugly'}, {'movie': 'Beauty and the Beast'}, {'movie': 'Facing the Giants'}, {'movie': 'Moonrise Kingdom'}, {'movie': 'Sucker Punch'}, {'movie': 'My Fair Lady'}, {'movie': 'The Birds'}, {'movie': 'Slumdog Millionaire'}, {'movie': 'Signs'}, {'movie': 'Close Encounters of the Third Kind'}, {'movie': 'Super 8'}, {'movie': 'Puss in Boots'}, {'movie': 'American History X'}, {'movie': 'Toy Story'}, {'movie': 'Memento'}, {'movie': 'The Mask of Zorro'}, {'movie': 'The Adjustment Bureau'}, {'movie': 'Never Let Me Go'}, {'movie': 'Hulk'}, {'movie': 'U.S. Marshals'}, {'movie': 'Australia'}, {'movie': 'L.A. Story'}, {'movie': 'L.A. Confidential'}, {'movie': 'The Hangover'}, {'movie': 'Insomnia'}, {'movie': 'The Man with the Iron Fists'}, {'movie': 'Watchmen'}, {'movie': 'Star Trek'}, {'movie': 'Reservoir Dogs'}, {'movie': 'V for Vendetta'}, {'movie': ""It's a Wonderful Life""}, {'movie': 'Pacific Rim'}, {'movie': 'Back to the Future'}, {'movie': 'The Parent Trap'}, {'movie': 'Mars Needs Moms'}, {'movie': 'Judgment at Nuremberg'}, {'movie': 'Sky Captain and the World of Tomorrow'}, {'movie': 'How to Train Your Dragon'}, {'movie': 'Toy Story 2'}]",unmatched,
what is the rating of [I Thank a Fool],good,1,what is the rating of [],"
MATCH (movie:`movie`)-[:has_imdb_rating]->(rating:`imdbrating`) 
WHERE toLower(movie.name)='i thank a fool' 
RETURN rating LIMIT 1
",[{'rating': 'good'}],matched,
which movies was [Kamal Ahmed] a writer on,The Jerky Boys,1,which movies was [] a writer on,"
MATCH (kamalWriter:`writer`)<-[:written_by]-(movie:`movie`) 
WHERE toLower(kamalWriter.name)='kamal ahmed' 
RETURN movie  
",[{'movie': 'The Jerky Boys'}],matched,
when was the film [The Human Resources Manager] released,2010,1,when was the film [] released,"
MATCH (movie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(movie.name)='the human resources manager' 
RETURN year LIMIT 1
",[{'year': '2010'}],matched,
what type of movie is [The Wild],Comedy|Adventure|Animation,1,what type of movie is [],"
MATCH (wildMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(wildMovie.name)='the wild' 
RETURN genre LIMIT 200
","[{'genre': 'Comedy'}, {'genre': 'Adventure'}, {'genre': 'Animation'}]",matched,
what movies was [Joe Seneca] an actor in,Crossroads,1,what movies was [] an actor in,"
MATCH (joeSeneca:`actor`)<-[:starred_actors]-(movie:`movie`) 
WHERE toLower(joeSeneca.name)='joe seneca' 
RETURN movie LIMIT 200
",[{'movie': 'Crossroads'}],matched,
who is the director that directed [Assault on a Queen],Jack Donohue,1,who is the director that directed [],"
MATCH (movie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(movie.name)='assault on a queen' 
RETURN director LIMIT 200
",[{'director': 'Jack Donohue'}],matched,
who is the writer of [Clandestine Childhood],Benjamín Ávila,1,who is the writer of [],"
MATCH (movie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(movie.name)='clandestine childhood' 
RETURN writer LIMIT 200
",[{'writer': 'Benjamín Ávila'}],matched,
what topics is [Mean Streets] about,bd-r|r|robert de niro|martin scorsese|national film registry|harvey keitel,1,what topics is [] about,"
MATCH (meanStreets:`movie`)-[:has_tags]->(tag:`tag`) 
WHERE toLower(meanStreets.name)='mean streets' 
RETURN tag LIMIT 200
","[{'tag': 'harvey keitel'}, {'tag': 'national film registry'}, {'tag': 'martin scorsese'}, {'tag': 'robert de niro'}, {'tag': 'r'}, {'tag': 'bd-r'}]",matched,
"[Goats], when was it released",2012,1,"[], when was it released","
MATCH (goatsMovie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(goatsMovie.name)='goats' 
RETURN year LIMIT 1
",[{'year': '2012'}],matched,
which film did [João Falcão] write the story for,A Dog's Will,1,which film did [] write the story for,"
MATCH (joaoWriter:`writer`)<-[:written_by]-(movie:`movie`) 
WHERE toLower(joaoWriter.name)='joão falcão' 
RETURN movie LIMIT 200
","[{'movie': ""A Dog's Will""}]",matched,
describe [Darkness Falls],dark|jonathan liebesman,1,describe [],"
MATCH (darknessFalls:`movie`) 
WHERE toLower(darknessFalls.name)='darkness falls' 
OPTIONAL MATCH (darknessFalls)-[:directed_by]->(director:`director`) 
OPTIONAL MATCH (darknessFalls)-[:written_by]->(writer:`writer`) 
OPTIONAL MATCH (darknessFalls)-[:starred_actors]->(actor:`actor`) 
OPTIONAL MATCH (darknessFalls)-[:has_genre]->(genre:`genre`) 
OPTIONAL MATCH (darknessFalls)-[:has_imdb_rating]->(imdbrating:`imdbrating`) 
OPTIONAL MATCH (darknessFalls)-[:has_imdb_votes]->(imdbvotes:`imdbvotes`) 
OPTIONAL MATCH (darknessFalls)-[:has_tags]->(tag:`tag`) 
OPTIONAL MATCH (darknessFalls)-[:in_language]->(language:`language`) 
OPTIONAL MATCH (darknessFalls)-[:release_year]->(year:`year`) 
RETURN darknessFalls, director, writer, actor, genre, imdbrating, imdbvotes, tag, language, year LIMIT 200
","[{'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'Joe Harris', 'actor': 'Chaney Kley', 'genre': 'Horror', 'tag': 'jonathan liebesman', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'Joe Harris', 'actor': 'Lee Cormie', 'genre': 'Horror', 'tag': 'jonathan liebesman', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'Joe Harris', 'actor': 'Emma Caulfield', 'genre': 'Horror', 'tag': 'jonathan liebesman', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'John Fasano', 'actor': 'Chaney Kley', 'genre': 'Horror', 'tag': 'jonathan liebesman', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'John Fasano', 'actor': 'Lee Cormie', 'genre': 'Horror', 'tag': 'jonathan liebesman', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'John Fasano', 'actor': 'Emma Caulfield', 'genre': 'Horror', 'tag': 'jonathan liebesman', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'Joe Harris', 'actor': 'Chaney Kley', 'genre': 'Horror', 'tag': 'dark', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'Joe Harris', 'actor': 'Lee Cormie', 'genre': 'Horror', 'tag': 'dark', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'Joe Harris', 'actor': 'Emma Caulfield', 'genre': 'Horror', 'tag': 'dark', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'John Fasano', 'actor': 'Chaney Kley', 'genre': 'Horror', 'tag': 'dark', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'John Fasano', 'actor': 'Lee Cormie', 'genre': 'Horror', 'tag': 'dark', 'year': '2003'}, {'darknessFalls': 'Darkness Falls', 'director': 'Jonathan Liebesman', 'writer': 'John Fasano', 'actor': 'Emma Caulfield', 'genre': 'Horror', 'tag': 'dark', 'year': '2003'}]",matched,
what is the genre for the film [The Thirteenth Floor],Thriller,1,what is the genre for the film [],"
MATCH (thirteenthFloor:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(thirteenthFloor.name)='the thirteenth floor' 
RETURN genre LIMIT 200
",[{'genre': 'Thriller'}],matched,
who directed the movie [Garfield],Peter Hewitt,1,who directed the movie [],"
MATCH (garfieldMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(garfieldMovie.name)='garfield' 
RETURN director LIMIT 200
",[{'director': 'Peter Hewitt'}],matched,
[Lakeboat] is a film written by this person,David Mamet,1,[] is a film written by this person,"
MATCH (lakeboatMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(lakeboatMovie.name)='lakeboat' 
RETURN writer LIMIT 200
",[{'writer': 'David Mamet'}],matched,
how famous was [Kung Fu Hustle],famous,1,how famous was [],"
MATCH (kungFuHustle:`movie`)-[:has_imdb_rating]->(imdbrating:`imdbrating`), (kungFuHustle:`movie`)-[:has_imdb_votes]->(imdbvotes:`imdbvotes`) 
WHERE toLower(kungFuHustle.name)='kung fu hustle' 
RETURN kungFuHustle.name, imdbrating.value AS IMDb_Rating, imdbvotes.value AS IMDb_Votes
",[],unmatched,
what does [Alicja Bachleda] star in,Ondine,1,what does [] star in,"
MATCH (alicjaActor:`actor`)<-[:starred_actors]-(movie:`movie`) 
WHERE toLower(alicjaActor.name)='alicja bachleda' 
RETURN movie LIMIT 200
",[{'movie': 'Ondine'}],matched,
what kind of movie is [The Hills Run Red],Horror,1,what kind of movie is [],"
MATCH (hillsMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(hillsMovie.name)='the hills run red' 
RETURN genre LIMIT 200
",[{'genre': 'Horror'}],matched,
who is the author of [Out of Reach],Trevor Miller,1,who is the author of [],"
MATCH (outOfReachMovie:`movie`)-[:written_by]->(author:`writer`) 
WHERE toLower(outOfReachMovie.name)='out of reach' 
RETURN author LIMIT 200
",[{'author': 'Trevor Miller'}],matched,
who acted in the movie [Staggered],Martin Clunes,1,who acted in the movie [],"
MATCH (staggeredMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
WHERE toLower(staggeredMovie.name)='staggered' 
RETURN actor LIMIT 200
",[{'actor': 'Martin Clunes'}],matched,
who is the writer of the film [Running Scared],Wayne Kramer,1,who is the writer of the film [],"
MATCH (runningScaredMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(runningScaredMovie.name)='running scared' 
RETURN writer LIMIT 200
","[{'writer': 'Wayne Kramer'}, {'writer': 'Paul Glickler'}, {'writer': 'Jimmy Huston'}, {'writer': 'Gary DeVore'}]",matched,
what is the genre of the movie [The In-Laws],Comedy,1,what is the genre of the movie [],"
MATCH (inLawsMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(inLawsMovie.name)='the in-laws' 
RETURN genre LIMIT 200
","[{'genre': 'Comedy'}, {'genre': 'Action'}]",matched,
what is a film directed by [Don Hahn],Waking Sleeping Beauty,1,what is a film directed by [],"
MATCH (donHahnDirector:`director`)<-[:directed_by]-(movie:`movie`) 
WHERE toLower(donHahnDirector.name)='don hahn' 
RETURN movie LIMIT 200
",[{'movie': 'Waking Sleeping Beauty'}],matched,
